identifiantReferentiel,titre,unite,titreCourt,titreLong,parents,categories,thematiques,actionIds,valeurCalcule,participationScore,sansValeurUtilisateur,borneMin,borneMax,precision,description,exprCible,exprSeuil,libelleCibleSeuil
energie.e,Puissance des installations électriques - Energies Marines,MW,Energies Marines,Puissance des installations électriques - Energies Marines,energie,secteur,energie_et_climat,,,FALSE,FALSE,,,2,,,,
energie.f,Puissance des installations électriques - Bioénergies,MW,Bioénergies,Puissance des installations électriques - Bioénergies,energie,secteur,energie_et_climat,,,FALSE,FALSE,,,2,,,,
energie.g,Puissance des installations électriques - Thermique non renouvelable,MW,Thermique non renouvelable,Puissance des installations électriques - Thermique non renouvelable,energie,secteur,energie_et_climat,,,FALSE,FALSE,,,2,,,,
energie.h,Puissance des installations électriques - Nucléaire,MW,Nucléaire,Puissance des installations électriques - Nucléaire,energie,secteur,energie_et_climat,,,FALSE,FALSE,,,2,,,,
energie.i,Puissance des installations électriques - Stockage non hydraulique,MW,Stockage non hydraulique,Puissance des installations électriques - Stockage non hydraulique,energie,secteur,energie_et_climat,,,FALSE,FALSE,,,2,,,,
energie.j,Puissance des installations électriques - Autre,MW,Autre,Puissance des installations électriques - Autre,energie,secteur,energie_et_climat,,,FALSE,FALSE,,,2,,,,
eolien,Puissance d'éolien installée ,MW,,Puissance d'éolien installée ,,agregation,energie_et_climat,,opt_val(eolien.a)+opt_val(eolien.b)+opt_val(eolien.c)+opt_val(eolien.d),FALSE,FALSE,,,2,"Puissance maximale d'éolien installée qui peut être produite par type d'installation (offshore, terrestre) (n’a de sens que pour les fonctions production et réversible).",,,
eolien.a,Puissance d'éolien installée - Terrestre,MW,Terrestre,,eolien,,energie_et_climat,,,FALSE,FALSE,,,2,,,,
eolien.b,Puissance d'éolien installée - En mer posé,MW,En mer posé,,eolien,,energie_et_climat,,,FALSE,FALSE,,,2,,,,
eolien.c,Puissance d'éolien installée - Autre,MW,Autre,,eolien,,energie_et_climat,,,FALSE,FALSE,,,2,,,,
eolien.d,Puissance d'éolien installée - En mer flottant,MW,En mer flottant,,eolien,,energie_et_climat,,,FALSE,FALSE,,,2,,,,
covoiturage,Nombre de km économisés annuellement grâce au covoiturage,km,,Nombre de km économisés annuellement grâce au covoiturage,,,mobilite_et_transport,,,FALSE,FALSE,,,2,"L’indicateur représente le nombre de kilomètres parcourus annuellement par les covoitureurs passagers sur le territoire, soit le nombre de kilomètres économisés. ",,,
eau_1,Prélèvements d'eau par usage,m3,Prélèvements d'eau par usage,Prélèvements d'eau par usage,,agregation,eau_assainissement,,opt_val(eau_1.a)+opt_val(eau_1.b)+opt_val(eau_1.c)+opt_val(eau_1.d)+opt_val(eau_1.e)+opt_val(eau_1.f),FALSE,FALSE,,,2,"Même lorsque l'eau n'est pas consommée mais rapidement restituée, les prélèvements d'eau douce impactent les milieux naturels, et par ailleurs ne peuvent être réalisés qu'à condition de disposer d'une ressource suffisante. L'indicateur représente le volume annuel d'eau prélevée (pour les prélèvements soumis à redevance), par grands usages. L'unité est le mètre-cube. Source des données: BNPE (données fiables jusqu'en 2020). Périmètre: hexagone.",,,
eau_1.a,Prélèvements d'eau par usage - Agriculture,m3,Agriculture,Prélèvements d'eau par usage - Agriculture,eau_1,secteur,eau_assainissement,,,FALSE,FALSE,,,2,,,,
eau_1.b,Prélèvements d'eau par usage - Alimentation des canaux,m3,Alimentation des canaux,Prélèvements d'eau par usage - Alimentation des canaux,eau_1,secteur,eau_assainissement,,,FALSE,FALSE,,,2,,,,
eau_1.c,Prélèvements d'eau par usage - Eau potable,m3,Eau potable,Prélèvements d'eau par usage - Eau potable,eau_1,secteur,eau_assainissement,,,FALSE,FALSE,,,2,,,,
eau_1.d,Prélèvements d'eau par usage - Industrie et autres usages économiques,m3,Industrie et autres usages économiques,Prélèvements d'eau par usage - Industrie et autres usages économiques,eau_1,secteur,eau_assainissement,,,FALSE,FALSE,,,2,,,,
eau_1.e,Prélèvements d'eau par usage - Refroidissement des centrales électriques,m3,Refroidissement des centrales électriques,Prélèvements d'eau par usage - Refroidissement des centrales électriques,eau_1,secteur,eau_assainissement,,,FALSE,FALSE,,,2,,,,
eau_1.f,Prélèvements d'eau par usage - Production d'électricité (barrages hydro-électriques),m3,Production d'électricité (barrages hydro-électriques),Prélèvements d'eau par usage - Production d'électricité (barrages hydro-électriques),eau_1,secteur,eau_assainissement,,,FALSE,FALSE,,,2,,,,
eau_1.g,Prélèvements d'eau par usage - Eaux douces souterraines,m3,Eaux douces souterraines,Prélèvements d'eau par usage - Eaux douces souterraines,eau_1,vecteur,eau_assainissement,,,FALSE,FALSE,,,2,,,,
eau_1.h,Prélèvements d'eau par usage - Eaux douces superficielles,m3,Eaux douces superficielles,Prélèvements d'eau par usage - Eaux douces superficielles,eau_1,vecteur,eau_assainissement,,,FALSE,FALSE,,,2,,,,
eau_1.i,Prélèvements d'eau par usage - Eaux saumâtres,m3,Eaux saumâtres,Prélèvements d'eau par usage - Eaux saumâtres,eau_1,vecteur,eau_assainissement,,,FALSE,FALSE,,,2,,,,
cantine_1,Nombre de cantines,nb,,Nombre de cantines,,,agri_alim,,,FALSE,FALSE,,,2,"Nombre de cantines aux échelles géographiques suivantes : EPCI, départementale, régionale.",,,
cantine_2,"Taux d’approvisionnement en produits durables et de qualité dans la restauration collective, dont produits bio",%,,"Taux d’approvisionnement en produits durables et de qualité dans la restauration collective, dont produits bio",,,agri_alim,,,FALSE,FALSE,,,2,"Taux calculé sur la valeur totale des achats (HT) annuels (année n-1) en produits durables et de qualité, dont produits bio, par rapport à la valeur totale des achats (HT) annuels (année n-1), pour toute la restauration collective concernée par la disposition de la loi EGalim.

La loi EGalim du 30 octobre 2018 fixe des objectifs ambitieux à la restauration collective publique et privée pour permettre la transition vers  une alimentation de qualité et durable. 
Les objectifs de cette loi s’inscrivent dans le cadre du Programme National pour l’alimentation (2019-2023). ",,,
cantine_3,Taux d’approvisionnement en produits biologiques dans la restauration collective,%,,Taux d’approvisionnement en produits biologiques dans la restauration collective,,,agri_alim,,,FALSE,FALSE,,,2,"Taux calculé sur la valeur totale des achats (HT) annuels (année n-1) en produits bio, par rapport à la valeur totale des achats (HT) annuels (année n-1), pour toute la restauration collective concernée par la disposition de la loi EGalim.

La loi EGalim du 30 octobre 2018 fixe des objectifs ambitieux à la restauration collective publique et privée pour permettre la transition vers  une alimentation de qualité et durable. 
Les objectifs de cette loi s’inscrivent dans le cadre du Programme National pour l’alimentation (2019-2023). ",,,
cantine_4,Part des cantines respectant les obligations EGalim,%,,Part des cantines respectant les obligations EGalim,,,agri_alim,,,FALSE,FALSE,,,2,"Part des cantines respectant les obligations EGalim (indicateur calculé en pourcentage). 

La loi EGalim du 30 octobre 2018 fixe des objectifs ambitieux à la restauration collective publique et privée pour permettre la transition vers  une alimentation de qualité et durable. 
Les objectifs de cette loi s’inscrivent dans le cadre du Programme National pour l’alimentation (2019-2023).",,,
pop_exposee_pollution,Part de la population exposée à la pollution,%,,Part de la population exposée à la pollution,,"cae, clef",nature_environnement_air,,,FALSE,TRUE,,,2,,,,
pop_exposee_pollution_1,"Part de la population exposée aux valeurs limites actuelles pour le NO2, PM10, PM2.5",%,,"Part de la population exposée aux valeurs limites actuelles pour le NO2, PM10, PM2.5",pop_exposee_pollution,"cae, clef",nature_environnement_air,,,FALSE,FALSE,,,,"Plus de précisions  sur les valeurs limites actuelles [ici](https://www.citepa.org/le-parlement-europeen-adopte-formellement-la-nouvelle-directive-sur-la-qualite-de-lair/#:~:text=Pour%20les%20deux%20polluants%20ayant,m%C2%B3%20%C3%A0%2020%20%C2%B5g%2Fm%C2%B3.)",,,
pop_exposee_pollution_2,"Part de la population exposée aux valeurs limites 2030 pour le NO2, PM10, PM2.5",%,,"Part de la population exposée aux valeurs limites 2030 pour le NO2, PM10, PM2.5",pop_exposee_pollution,"cae, clef",nature_environnement_air,,,FALSE,FALSE,,,,"Plus de précisions sur les valeurs limites 2030 [ici](https://www.citepa.org/le-parlement-europeen-adopte-formellement-la-nouvelle-directive-sur-la-qualite-de-lair/#:~:text=Pour%20les%20deux%20polluants%20ayant,m%C2%B3%20%C3%A0%2020%20%C2%B5g%2Fm%C2%B3.)",,,
pop_exposee_pollution_3,"Part de la population exposée aux recommandations de l'OMS pour le NO2, PM10, PM2.5",%,,"Part de la population exposée aux recommandations de l'OMS pour le NO2, PM10, PM2.5",pop_exposee_pollution,"cae, clef",nature_environnement_air,,,FALSE,FALSE,,,,"Plus de précisions sur les recommandations de l'OMS [ici](https://www.citepa.org/le-parlement-europeen-adopte-formellement-la-nouvelle-directive-sur-la-qualite-de-lair/#:~:text=Pour%20les%20deux%20polluants%20ayant,m%C2%B3%20%C3%A0%2020%20%C2%B5g%2Fm%C2%B3.)",,,
pop_exposee_pm10,Part de la population exposée au PM10,%,,Part de la population exposée au PM10,pop_exposee_pollution,cae,nature_environnement_air,,,FALSE,TRUE,,,2,"Part de la population soumise à au moins 1 jour de dépassement de seuils du PM10 :
- valeur limite actuelle : Annuel - 40µg/m3
- valeur limite 2030 : Annuel - 20µg/m3
- recommandations de l'OMS - Annuel - 15µg/m3
Plus de précisions [ici](https://www.citepa.org/le-parlement-europeen-adopte-formellement-la-nouvelle-directive-sur-la-qualite-de-lair/#:~:text=Pour%20les%20deux%20polluants%20ayant,m%C2%B3%20%C3%A0%2020%20%C2%B5g%2Fm%C2%B3.)",,,
pop_exposee_pm10.a,Part de la population exposée aux valeurs limites actuelles pour le PM10,%,,Part de la population exposée aux valeurs limites actuelles pour le PM10,pop_exposee_pm10,cae,nature_environnement_air,,,FALSE,FALSE,,,,"Part de la population soumise à au moins 1 jour de dépassement des valeurs limites pour le PM10 (Annuel - 40µg/m3).
Plus de précisions [ici](https://www.citepa.org/le-parlement-europeen-adopte-formellement-la-nouvelle-directive-sur-la-qualite-de-lair/#:~:text=Pour%20les%20deux%20polluants%20ayant,m%C2%B3%20%C3%A0%2020%20%C2%B5g%2Fm%C2%B3.)",,,
pop_exposee_pm10.b,Part de la population exposée aux valeurs limites 2030 pour le PM10,%,,Part de la population exposée aux valeurs limites 2030 pour le PM10,pop_exposee_pm10,cae,nature_environnement_air,,,FALSE,FALSE,,,,"Part de la population soumise à au moins 1 jour de dépassement des valeurs limites 2030 pour le PM10 (Annuel - 20µg/m3).
Plus de précisions [ici](https://www.citepa.org/le-parlement-europeen-adopte-formellement-la-nouvelle-directive-sur-la-qualite-de-lair/#:~:text=Pour%20les%20deux%20polluants%20ayant,m%C2%B3%20%C3%A0%2020%20%C2%B5g%2Fm%C2%B3.)",,,
pop_exposee_pm10.c,Part de la population exposée aux recommandations de l'OMS pour le PM10,%,,Part de la population exposée aux recommandations de l'OMS pour le PM10,pop_exposee_pm10,cae,nature_environnement_air,,,FALSE,FALSE,,,,"Part de la population soumise à au moins 1 jour de dépassement des recommandations de l'OMS pour le PM10 (Annuel - 15µg/m3).
Plus de précisions [ici](https://www.citepa.org/le-parlement-europeen-adopte-formellement-la-nouvelle-directive-sur-la-qualite-de-lair/#:~:text=Pour%20les%20deux%20polluants%20ayant,m%C2%B3%20%C3%A0%2020%20%C2%B5g%2Fm%C2%B3.)",,,
pop_exposee_pm2.5,"Part de la population exposée au PM2,5",%,,"Part de la population exposée au PM2,5",pop_exposee_pollution,cae,nature_environnement_air,,,FALSE,TRUE,,,2,"Part de la population soumise à au moins 1 jour de dépassement de seuils du PM2,5 :
- valeur limite actuelle : Annuel - 25µg/m3
- valeur limite 2030 : Annuel - 10µg/m3
- recommandations de l'OMS - Annuel - 5µg/m3
Plus de précisions [ici](https://www.citepa.org/le-parlement-europeen-adopte-formellement-la-nouvelle-directive-sur-la-qualite-de-lair/#:~:text=Pour%20les%20deux%20polluants%20ayant,m%C2%B3%20%C3%A0%2020%20%C2%B5g%2Fm%C2%B3.)",,,
pop_exposee_pm2.5.a,"Part de la population exposée aux valeurs limites actuelles pour le PM2,5",%,,"Part de la population exposée aux valeurs limites actuelles pour le PM2,5",pop_exposee_pm2.5,cae,nature_environnement_air,,,FALSE,FALSE,,,,"Part de la population soumise à au moins 1 jour de dépassement des valeurs limites pour le PM2,5 (Annuel - 25µg/m3).
Plus de précisions [ici](https://www.citepa.org/le-parlement-europeen-adopte-formellement-la-nouvelle-directive-sur-la-qualite-de-lair/#:~:text=Pour%20les%20deux%20polluants%20ayant,m%C2%B3%20%C3%A0%2020%20%C2%B5g%2Fm%C2%B3.)",,,
pop_exposee_pm2.5.b,"Part de la population exposée aux valeurs limites 2030 pour le PM2,5",%,,"Part de la population exposée aux valeurs limites 2030 pour le PM2,5",pop_exposee_pm2.5,cae,nature_environnement_air,,,FALSE,FALSE,,,,"Part de la population soumise à au moins 1 jour de dépassement des valeurs limites 2030 pour le PM2,5 (Annuel - 10µg/m3).
Plus de précisions [ici](https://www.citepa.org/le-parlement-europeen-adopte-formellement-la-nouvelle-directive-sur-la-qualite-de-lair/#:~:text=Pour%20les%20deux%20polluants%20ayant,m%C2%B3%20%C3%A0%2020%20%C2%B5g%2Fm%C2%B3.)",,,
