identifiantReferentiel,titre,unite,titreCourt,titreLong,parents,categories,thematiques,actionIds,valeurCalcule,participationScore,sansValeurUtilisateur,borneMin,borneMax,precision,description,exprCible,exprSeuil,libelleCibleSeuil
eci_35,"Accompagnement des projets de recherche, d'innovation ou d'expérimentation",nombre de projets,,"Nombre de projets de recherche, d'innovation ou d'expérimentation accompagnés financièrement ou non-financièrement par la collectivité",,eci,strategie_orga_interne,eci_3.7,,FALSE,FALSE,,,2,"Les projets peuvent porter sur des sujets techniques, technologiques, organisationnels ou de modèles d'affires. Si la collectivité souhaite aller plus loin dans le suivi, elle peut prendre en compte l'ampleur des projets (budgets, nombre de partenaires, etc.)

Un suivi interne est nécessaire pour compléter cet indicateur.",,,
eci_36,"Financement des projets de recherche, d'innovation ou d'expérimentation",euros,,"Effet de levier d'accompagnement financier des projets de recherche, d'innovation et d'expérimentation en matière d'Economie Circulaire (1€ public pour X€ privé)",,eci,strategie_orga_interne,eci_3.7,,FALSE,FALSE,,,2,"\[Total des budgets de projets Economie Circulaire soutenus par la collectivité\]-\[Total d'aide financière apportée aux projets Economie Circulaire par la collectivité\] / \[Total d'aide financière apportée aux projets Economie Circulaire par la collectivité\]

Les conventions de financement peuvent être une source des données de cet indicateur.",,,
eci_37,Budget gestion des déchets,euros/habitant,,Dépense annuelle consacrée à la gestion des déchets (€/habitant),,eci,strategie_orga_interne,eci_4.1,,FALSE,FALSE,,,2,"Voir la méthode de calcul de la matrice des coûts.

Méthodologie sur SINOE Déchets : https://www.sinoe.org/thematiques/consult/ss-theme/25",,,
eci_6,Déchets collectés sélectivement,%,,Part de déchets soumis à la collecte séparée dans les Ordures Ménagers et Assimilés (OMR) et la benne tout venant déchetterie (%),,eci,eci_dechets,eci_2.2,,FALSE,FALSE,,,2,"Poids de déchets soumis à la collecte séparée (d'après le règlement de collecte) dans les OMR et de la benne tout-venant des déchèteries / Poids des OMR et de la benne tout venant des déchèteries.

Méthode d'échantillonnage : https://www.sinoe.org/contrib/ademe/carademe/pages/guide\_OMCS\_echant1.php",,,
eci_7,"Réutilisation, recyclage et valorisation des DMA",%,,"Part des déchets ménagers et assimilés envoyée pour la réutilisation, le recyclage et la valorisation organique ou énergétique (%)",,eci,eci_dechets,eci_2.3,,FALSE,FALSE,,,2,"Poids des DMA envoyés pour la réutilisation, le recyclage ou la valorisation / Poids des DMA produits sur le territoire.

Il est possible de détailler cet indicateur par voie de valorisation si un suivi plus fin est souhaité. Exemples : DMA envoyés vers les recycleries, les usines de compostage, la méthanisation, etc, via les indicateurs personnalisés.

Les sources utiles pour renseigner cet indicateur sont :

-   Enquête collecte de l'ADEME (sur les zones couvertes en fonction des années).
    
-   Suivi interne de la collectivité.",,,
eci_8,Mise en décharge des DMA,%,,Taux de mise en décharge des déchets ménagers et assimilés (%),,eci,eci_dechets,eci_2.3,,FALSE,FALSE,,,2,"Poids de déchets envoyés en décharge / Poids de déchets produits sur le territoire

L'indicateur peut être complété grâce à l'enquête collecte de l'ADEME (sur les zones couvertes en fonction des années).",,,
eci_9,Mode de transport des DMA,%,,Part des déchets ménagers et assimilés bénéficiant d'un mode de transport à faible impact (%),,eci,eci_dechets,eci_2.4,,FALSE,FALSE,,,2,"Mode de transport à faible impact : véhicules électriques, mobilité douce ou active, équipements utilisant la voie fluviale, la voie ferroviaire.

Tonnes de DMA transportés par les équipements de transport à faible impact / Tonnes de DMA transportés

Le rapport annuel sur les déchets peut être la source de cet indicateur.",,,
emission_polluants_atmo,Émissions de polluants atmosphériques,tonnes,,Quantité totale d'émissions de polluants atmosphériques,,"clef, cae, crte",nature_environnement_air,,,FALSE,TRUE,,,2,"Ces indicateurs estiment les émissions annuelles des six polluants atmosphériques exigés dans le contenu réglementaire des PCAET (décret n°2016-849 du 28 juin 2016 et arrêté du 4 août 2016 relatifs au plan climat-air-énergie territorial) : oxydes d’azote (NOx), les particules PM 10 et PM 2,5 et les composés organiques volatils (COV), tels que définis au I de l’article R. 221-1 du même code, ainsi que le dioxyde de soufre (SO2) et l’ammoniac (NH3).

Les données peuvent être fournies notamment par les associations agréées pour la surveillance de la qualité de l'air (AASQA).

**Objectif opérationnel national fixé par les documents de référence:**

Plan national de réduction des émissions polluantes (décret n°2017-949 du 10 mai 2017): réduction des polluants par rapport aux émissions de 2005 :

-   SO2 (objectifs : 2020 = -55% / 2025 = -66% / 2030 = -77%)
    
-   Nox (2020 = -50% /2025 = -60% / 2030 = -69%)
    
-   COV (2020 = -43% / 2025 = -47% /2030 = -52%)
    
-   PM2,5 (2020 = -27% /2025 = -42% /2030 = -57%)
    
-   NH3 (2020 = -4% /2025 = -8% / 2030 = -13%)""",,,
modes_de_deplacement,Modes de déplacement,%,,Part des personnes utilisant un mode de déplacement par rapport à l'ensemble des personnes qui se déplacent,,"clef, agregation, cae",mobilite_et_transport,,opt_val(crte_5.1)+opt_val(mode_deux_roues)+opt_val(cae_5),FALSE,FALSE,,,2,"La part modale est une part modale en nombre de déplacements.

Les valeurs limites et cibles des différentes parts modales sont données à titre indicatif : il faut également juger de l'évolution de la part modale au fil du temps et des caractéristiques du territoire. À défaut de posséder les parts modales issues d'une enquête ménages, les collectivités peuvent utiliser les données INSEE donnant les parts modales des déplacements domicile-travail pour la population active (tableau NAV2A ou NAV2B).",,,
plans_de_deplacement,Couverture des Plans de déplacements,%,,Couverture des Plans de déplacements,,"clef, cae",mobilite_et_transport,,,FALSE,TRUE,,,2,"L'indicateur comptabilise le nombre d'habitants couverts par un Plan de Déplacements sur le territoire et le rapporte à la population du territoire. Ce chiffre doit être en augmentation chaque année. Des valeurs indicatives limites et cibles sont données, basées sur des données ADEME et les meilleurs scores des collectivités du programme Territoire Engagé.",,,
restauration_collective,Restauration collective publique,%,,Restauration collective publique,,cae,"activites_economiques, agri_alim",,,FALSE,TRUE,,,2,,,,
s_1,Consommation de l’éclairage public par point lumineux et totale,kWh/hab.an,,Consommation de l’éclairage public par point lumineux et totale,,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,"L'éclairage public est l'ensemble des moyens d'éclairage mis en œuvre dans les espaces publics, à l'intérieur et à l'extérieur des villes, très généralement en bordures des voiries et places, nécessaires à la sécurité ou au confort des êtres humains.",,,
s_10.a,Energie produite,MWh/an,,Energie produite par les bâtiments et installations appartenant aux communes,,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,"Mesure les efforts des communes pour promouvoir une utilisation durable des bâtiments. ""Energie produite et/ou économisée et/ou autoconsommée (MWh/an)"" est un indicateur qui mesure la quantité d'énergie produite, économisée et/ou autoconsommée par les bâtiments et installations appartenant aux communes. Il peut être exprimé en MWh/an (Mégawattheure par an) et peut prendre en compte des facteurs tels que la production d'énergie renouvelable, l'efficacité énergétique, et les changements d'utilisation des bâtiments.

Pour obtenir cet indicateur, on pourra contacter les mairies des communes du département et demander des informations sur l'énergie produite, économisée et autoconsommée dans leurs bâtiments et installations publiques. On pourra également consulter les sites web des communes pour voir s'il y a des informations disponibles sur leur production, économie et consommation d'énergie. Il est également possible de consulter les organisations locales ou les associations qui s'occupent de la promotion de l'efficacité énergétique pour obtenir des informations sur les tendances dans la région.",,,
s_10.b,Energie consommée,MWh/an,,Energie consommée par les bâtiments et installations appartenant aux communes,,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,"Mesure les efforts des communes pour promouvoir une utilisation durable des bâtiments. ""Energie produite et/ou économisée et/ou autoconsommée (MWh/an)"" est un indicateur qui mesure la quantité d'énergie produite, économisée et/ou autoconsommée par les bâtiments et installations appartenant aux communes. Il peut être exprimé en MWh/an (Mégawattheure par an) et peut prendre en compte des facteurs tels que la production d'énergie renouvelable, l'efficacité énergétique, et les changements d'utilisation des bâtiments.

Pour obtenir cet indicateur, on pourra contacter les mairies des communes du département et demander des informations sur l'énergie produite, économisée et autoconsommée dans leurs bâtiments et installations publiques. On pourra également consulter les sites web des communes pour voir s'il y a des informations disponibles sur leur production, économie et consommation d'énergie. Il est également possible de consulter les organisations locales ou les associations qui s'occupent de la promotion de l'efficacité énergétique pour obtenir des informations sur les tendances dans la région.",,,
s_10.c,Energie autoconsommée,MWh/an,,Energie autoconsommée par les bâtiments et installations appartenant aux communes,,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,"Mesure les efforts des communes pour promouvoir une utilisation durable des bâtiments. ""Energie produite et/ou économisée et/ou autoconsommée (MWh/an)"" est un indicateur qui mesure la quantité d'énergie produite, économisée et/ou autoconsommée par les bâtiments et installations appartenant aux communes. Il peut être exprimé en MWh/an (Mégawattheure par an) et peut prendre en compte des facteurs tels que la production d'énergie renouvelable, l'efficacité énergétique, et les changements d'utilisation des bâtiments.

Pour obtenir cet indicateur, on pourra contacter les mairies des communes du département et demander des informations sur l'énergie produite, économisée et autoconsommée dans leurs bâtiments et installations publiques. On pourra également consulter les sites web des communes pour voir s'il y a des informations disponibles sur leur production, économie et consommation d'énergie. Il est également possible de consulter les organisations locales ou les associations qui s'occupent de la promotion de l'efficacité énergétique pour obtenir des informations sur les tendances dans la région.",,,
s_11,Nombre de dossiers subventionnés via l’ANAH et Ma Prime Rénov’,Nombre de dossiers,,Nombre de dossiers subventionnés annuellement via l’ANAH et Ma Prime Rénov’,,SYDEV,urbanisme_et_amenagement,,,FALSE,FALSE,,,2,"Mesure le nombre de dossiers déposés annuellement pour la mise en place de projets de transport d'énergie. Pour disposer de cet indicateur pour le département, on pourra s' adresser aux autorités locales responsables de la collecte de ces données, telles que les services de la mairie, le conseil départemental ou la région. Il peut également être possible de trouver ces informations en ligne sur les sites internet des différentes institutions concernées.",,,
s_12,Nombre de bâtiments communaux et intercommunaux audités,Nombre de bâtiments,,Nombre de bâtiments communaux et intercommunaux audités,,SYDEV,urbanisme_et_amenagement,,,FALSE,FALSE,,,2,"Mesure le nombre de bâtiments appartenant à une commune qui ont été audités pour évaluer leur performance énergétique et leur impact environnemental.

Pour obtenir cet indicateur, on pourra contacter les mairies des communes du département et demander des informations sur le nombre de bâtiments qui ont été audités, on pourra également consulter les sites web des communes pour voir s'il y a des informations disponibles sur les audits de performance énergétique et environnementale des bâtiments communaux. Il est également possible de consulter les organisations locales ou les associations qui s'occupent de la promotion de la performance énergétique des bâtiments pour obtenir des informations sur les tendances dans la région.",,,
s_13,Consommation annuelle de Bio-GNV dans les stations,tonnes,,Consommation annuelle de Bio-GNV dans les stations (en T),,SYDEV,mobilite_et_transport,,,FALSE,FALSE,,,2,"L'indicateur ""Consommation annuelle de Bio-GNV (Gaz Naturel Véhicules) dans les stations (en T)"" correspond à la quantité totale de bio-GNV consommée par an dans les stations de distribution du département considéré, exprimée en tonnes. Le bio-GNV est un carburant alternatif issu de la méthanisation de déchets organiques et utilisé notamment dans les transports. Cet indicateur permet d'évaluer la part du bio-GNV dans le mix énergétique local et de mesurer l'adoption de cette source d'énergie renouvelable pour les véhicules.",,,
s_14,Consommation annuelle d'électricité dans les bornes de recharges,MWh/an,,Consommation annuelle d'électricité dans les bornes de recharges (en MWh/an),,SYDEV,mobilite_et_transport,,,FALSE,FALSE,,,2,"L'indicateur ""Consommation annuelle d'électricité dans les bornes de recharge (en MWh/an)"" correspond à la quantité totale d'électricité consommée par an dans les bornes de recharge pour véhicules électriques (VE) et hybrides rechargeables (PHEV) dans le département considéré, exprimée en mégawattheures par an. Cet indicateur permet d'évaluer l'utilisation des infrastructures de recharge pour les véhicules électriques et de mesurer la part des véhicules électriques et hybrides rechargeables dans le mix de transport local.",,,
s_15,Nombre de postes sources d'alimentation et localisation,Nombre de postes sources,,Nombre de postes sources d'alimentation et localisation,,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,"L'indicateur ""Nombre de postes sources d'alimentation et localisation"" fait référence au nombre total de postes sources d'alimentation électrique dans un département et à leur localisation géographique. Les postes sources d'alimentation sont des installations de transformation et de distribution d'électricité qui reçoivent l'électricité à haute tension des lignes de transport et la convertissent en tension moyenne pour être distribuée aux consommateurs locaux. Cet indicateur permet de comprendre la structure du réseau électrique local et d'évaluer la capacité d'alimentation en électricité du territoire.",,,
s_16,Linéaire de réseau,Km,,Linéaire de réseaux de distribution et de transport d'énergie,,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,"L'indicateur ""Linéaire de réseau"" se réfère à la longueur totale des réseaux de distribution et de transport d'énergie (électricité, gaz, chaleur, etc.) dans un département ou un territoire. Cet indicateur est généralement exprimé en kilomètres et permet d'évaluer l'ampleur et la densité des infrastructures énergétiques locales, ainsi que d'estimer les besoins en investissement et en maintenance pour ces réseaux.",,,
s_17,Capacités d'accueil pour le raccordement aux réseaux,MW,,Capacités d'accueil pour le raccordement aux réseaux de transport et de distribution des installations de production d'électricité,,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,"L'indicateur ""Capacité d'accueil pour le raccordement d'EnR"" fait référence à la capacité estimée des réseaux électriques à accueillir et intégrer la production d'énergie renouvelable (EnR) dans un département ou un territoire. Cet indicateur permet d'évaluer la compatibilité du réseau électrique local avec les objectifs de développement des énergies renouvelables et d'identifier les besoins en investissement pour renforcer le réseau et faciliter l'intégration des EnR.",,,
s_18,Nombre et localisation de réseaux de chaleur,Nombre de réseaux de chaleur,,Nombre et localisation de réseaux de chaleur,,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,"L'indicateur ""Nombre et localisation de réseau de chaleur"" fait référence au nombre total de réseaux de chaleur (ou chauffage urbain) et à leur localisation géographique dans un département ou un territoire. Les réseaux de chaleur sont des infrastructures de distribution d'énergie thermique (chauffage et eau chaude sanitaire) à partir d'une source centralisée vers plusieurs bâtiments ou quartiers. Cet indicateur permet d'évaluer la structure et la densité des infrastructures de chauffage urbain locales et d'estimer les besoins en investissement et en maintenance pour ces réseaux.",,,
s_19,Taux de progression de la production d'EnR,%,,Taux de progression de la production d'EnR par rapport à l'année de référence (en %) en comparaison avec objectifs 2030 et 2050,,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,"L'indicateur ""Taux de progression de la production d'EnR par rapport à l'année de référence (en %) - comparaison avec objectifs 2030 et 2050"" mesure l'évolution de la production d'énergies renouvelables (EnR) sur un territoire ou un département depuis une année de référence. Il permet d'évaluer si le territoire est en bonne voie pour atteindre ses objectifs de production d'énergies renouvelables fixés pour 2030 et 2050.",,,
s_2.a,Evolution des consommations par rapport aux objectifs du SRADDET (GWh/an),GWh/an,,Evolution des consommations par rapport aux objectifs du SRADDET et les objectifs 2030 et 2050 de l'EPCI vis-à-vis de l'année de référence (en GWh/an),,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,"L'indicateur ""Evolution des consommations par rapport aux objectifs du SRADDET et les objectifs 2030 et 2050 de l'EPCI vis-à-vis de l'année de référence (en GWh/an)"" mesure la progression des consommations énergétiques du territoire par rapport à une année de référence et en fonction des objectifs fixés par le Schéma régional d'aménagement, de développement durable et d'égalité des territoires (SRADDET) ainsi que les objectifs 2030 et 2050 définis par l'Établissement public de coopération intercommunale (EPCI) concerné. Cet indicateur permet d'évaluer l'efficacité des actions mises en place dans le cadre du PCAET et d'ajuster les objectifs et les mesures en fonction des résultats obtenus.",,,
s_2.b,Evolution des consommations par rapport aux objectifs du SRADDET (%),%,,Evolution des consommations par rapport aux objectifs du SRADDET et les objectifs 2030 et 2050 de l'EPCI vis-à-vis de l'année de référence (en %),s_2.a,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,"L'indicateur ""Evolution des consommations par rapport aux objectifs du SRADDET et les objectifs 2030 et 2050 de l'EPCI vis-à-vis de l'année de référence (en %)"" mesure la progression des consommations énergétiques du territoire par rapport à une année de référence et en fonction des objectifs fixés par le Schéma régional d'aménagement, de développement durable et d'égalité des territoires (SRADDET) ainsi que les objectifs 2030 et 2050 définis par l'Établissement public de coopération intercommunale (EPCI) concerné. Cet indicateur permet d'évaluer l'efficacité des actions mises en place dans le cadre du PCAET et d'ajuster les objectifs et les mesures en fonction des résultats obtenus.

Cet indicateur est proposé par le SYDEV pour le suivi des PCAET.",,,
s_20,Nombre d'initiatives citoyennes sur le territoire,Nombre d'initiatives citoyennes,,Nombre d'initiatives citoyennes sur le territoire,,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,"Mesure le nombre d'initiatives citoyennes liées à l'utilisation des énergies renouvelables sur le territoire. Les initiatives citoyennes peuvent inclure des projets de production d'énergie renouvelable développés par des citoyens individuels, des groupes de citoyens ou des organisations à but non lucratif.

Pour disposer de cet indicateur pour le département, il est possible de collecter des données auprès des mairies, des associations locales et d'autres organisations impliquées dans la promotion des énergies renouvelables pour connaître le nombre d'initiatives citoyennes sur le territoire. Il est également possible de mener une enquête auprès de la population pour identifier les initiatives citoyennes liées à l'utilisation des énergies renouvelables dans le département. Les données collectées peuvent être utilisées pour déterminer le nombre total d'initiatives citoyennes sur le territoire.",,,
s_21,Nombre de projets d'ENR en production,Nombre de projets,,Nombre de projets d'énergie renouvelable (EnR) en production,,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,"Mesure le nombre de projets d'énergie renouvelable (EnR) en production dans le département qui sont développés, financés ou gérés par des citoyens ou des groupes de citoyens. Il permet de mesurer l'implication des citoyens dans la production d'énergie renouvelable dans le département et de comparer les performances entre les différentes régions.

Pour obtenir cet indicateur, on pourra contacter les autorités locales ou les promoteurs de projets EnR pour obtenir les données sur les projets EnR en production dans le département et déterminer le nombre de projets qui sont développés, financés ou gérés par des citoyens ou des groupes de citoyens. Il est également possible d'obtenir ces informations auprès des régulateurs nationaux ou des organisations qui fournissent des données sur les énergies renouvelables et les projets citoyens.",,,
s_22,Emissions de GES liées aux bâtiments et à l’éclairage public,MWh,,Emissions de GES liées aux bâtiments et à l’éclairage public (MWh),,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,"Mesure les émissions de gaz à effet de serre (GES) liées aux bâtiments et à l'éclairage public dans les communes d'un territoire. Pour disposer de cet indicateur pour le département, il est possible de recueillir des données auprès des différentes communes du territoire concernant les émissions de GES provenant de leurs bâtiments et de leur éclairage public. Il peut également être possible de trouver des données de consommation d'énergie et d'émissions de GES publiées par les entreprises fournissant de l'énergie et des services publics.",,,
s_23,Nombre et périmètre des plans de déplacements mis en place,Nombre de plans,,Nombre et périmètre des plans de déplacements mis en place,,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,"Donne le nombre et la portée (périmètre) des plans de déplacements qui ont été mis en place dans un territoire donné, en l'occurrence le département. Les plans de déplacements sont des outils de planification qui visent à améliorer les déplacements des personnes et à réduire les impacts environnementaux et sociaux liés à la mobilité. Ils peuvent inclure des mesures telles que la promotion des transports en commun, la mise en place de pistes cyclables et de parkings relais, ou encore la limitation de la circulation automobile dans certaines zones. C'est un indicateur important pour évaluer les efforts de la collectivité pour améliorer la mobilité durable.",,,
s_24,"Nombre d'infrastructures favorisant l'intermodalité : aire de covoiturage, pôle d'échange multimodal",Nombre d'infrastructures,,"Nombre d'infrastructures favorisant l'intermodalité : aire de covoiturage, pôle d'échange multimodal",,SYDEV,energie_et_climat,,,FALSE,FALSE,,,2,"Donne le nombre d'infrastructures mises en place pour favoriser l'intermodalité (c'est-à-dire l'utilisation combinée de différents modes de transport) dans un territoire donné, en l'occurrence le département. L'intermodalité logistique permet de réduire les émissions de gaz à effet de serre et les coûts liés aux transports, de limiter les embouteillages et les accidents routiers, et de favoriser le développement économique. Les infrastructures favorisant l'intermodalité peuvent inclure des terminaux de transport combiné, des centres de transbordement, des gares multimodales, des plateformes de regroupement de fret, etc. C'est un indicateur important pour évaluer les efforts de la collectivité pour promouvoir une logistique durable. Pour obtenir cet indicateur, il faudrait collecter des données sur le nombre d'infrastructures favorisant l'intermodalité qui ont été mises en place dans le département.",,,
s_25,"Nombre annuel de trajets TER, cars",Nombre de trajets,,"Nombre annuel de trajets TER, cars",,SYDEV,mobilite_et_transport,,,FALSE,FALSE,,,2,"Mesure le nombre de trajets réalisés par les moyens de transport en commun tels que les trains TER (Transport Express Régional) et les cars (Aléop, Autocars de Ligne d'Exploitation Ordinaire Public). Ce nombre peut être utilisé pour évaluer la fréquentation et la popularité des transports en commun dans le département.

Pour disposer de cet indicateur, On pourra contacter les transporteurs locaux, les autorités organisatrices de transport, les collectivités locales, les organisations de protection de l'environnement ou les associations de transport en commun qui peuvent disposer de ces données. On pourra également collecter ces données à partir de sources publiques telles que les rapports annuels des transporteurs ou les enquêtes de transport.",,,
s_26,Nombre de bornes de recharge ouvertes au public,Nombre de bornes,,Nombre de bornes de recharge ouvertes au public,,"SYDEV, cae, agregation",mobilite_et_transport,,opt_val(s_26.a)+opt_val(s_26.b)+opt_val(s_26.c)+opt_val(s_26.e)+opt_val(s_26.d),FALSE,FALSE,,,2,"Mesure le nombre de bornes de recharge pour véhicules électriques installées dans une région donnée. Cette mesure peut être utilisée pour évaluer la disponibilité et l'accessibilité des options de recharge pour les propriétaires de véhicules électriques dans une région donnée. Pour obtenir cet indicateur, il faudrait se référer aux données sur les bornes de recharge pour véhicules électriques collectées par les autorités responsables de l'énergie dans cette région, ou des entreprises privées qui s'occupent de l'installation de bornes de recharge.

Dans le but de constituer un répertoire national des Infrastructures de recharge pour véhicules électriques (IRVE), ouvert et accessible à tous, les collectivités locales porteuses d’un projet d’installation d’IRVE doivent, au fur et à mesure de la mise en service des stations, publier sur la plateforme data.gouv.fr les données statiques relatives à la localisation et aux caractéristiques techniques de ces installations selon les modalités définies dans l’arrêté du 4 mai 2021. Etalab consolide l'ensemble des jeux de données produits par les différents acteurs territoriaux sur un jeu de donnée consolidé. Celui-ci a pour objectif d'être le plus exhaustif possible et ambitionne de regrouper l'ensemble des bornes IRVE françaises.",,,
s_26.a,Nombre de bornes de recharge ouvertes au public - Station dédiée à la recharge rapide,Nombre de bornes,Station dédiée à la recharge rapide,Nombre de bornes de recharge ouvertes au public - Station dédiée à la recharge rapide,s_26,cae,mobilite_et_transport,,,FALSE,FALSE,,,,,,,
s_26.b,Nombre de bornes de recharge ouvertes au public - Parking public,Nombre de bornes,Parking public,Nombre de bornes de recharge ouvertes au public - Parking public,s_26,cae,mobilite_et_transport,,,FALSE,FALSE,,,,,,,
s_26.c,Nombre de bornes de recharge ouvertes au public - Voirie,Nombre de bornes,Voirie,Nombre de bornes de recharge ouvertes au public - Voirie,s_26,cae,mobilite_et_transport,,,FALSE,FALSE,,,,,,,
s_26.e,Nombre de bornes de recharge ouvertes au public - Parking privé à usage public,Nombre de bornes,Parking privé à usage public,Nombre de bornes de recharge ouvertes au public - Parking privé à usage public,s_26,cae,mobilite_et_transport,,,FALSE,FALSE,,,,,,,
s_26.d,Nombre de bornes de recharge ouvertes au public - Parking privé réservé à la clientèle,Nombre de bornes,Parking privé réservé à la clientèle,Nombre de bornes de recharge ouvertes au public - Parking privé réservé à la clientèle,s_26,cae,mobilite_et_transport,,,FALSE,FALSE,,,,,,,
s_27,Part de véhicules utilisant des motorisations alternatives,%,,Part de véhicules utilisant des motorisations alternatives,,SYDEV,mobilite_et_transport,,,FALSE,FALSE,,,2,"Mesure la proportion de véhicules utilisant des motorisations alternatives dans le département. Cela inclut les véhicules électriques, hybrides, à hydrogène, etc.

Pour disposer de cet indicateur pour le département, il est possible de collecter des données auprès des autorités locales responsables de la mobilité, telles que les mairies et les conseils départementaux. Il est également possible d'obtenir des données auprès des constructeurs automobiles et des détaillants de voitures. Les données peuvent être utilisées pour déterminer la proportion de véhicules utilisant des motorisations alternatives dans le département.",,,
s_28,Fréquentation des services de covoiturage au quotidien,Nombre d'utilisateurs,,"Fréquentation des services de covoiturage au quotidien (BlablaCar, Karos, OuestGo…)",,SYDEV,mobilite_et_transport,,,FALSE,FALSE,,,2,"Mesure l'utilisation du co-voiturage dans le département. Cela inclut le nombre de personnes utilisant les services de co-voiturage tels que BlablaCar, Karos, OuestGo, etc.

Pour disposer de cet indicateur pour le département, il est possible de collecter des données auprès des opérateurs de co-voiturage. Il est également possible d'obtenir des données auprès des autorités locales responsables de la mobilité, telles que les mairies et les conseils départementaux. Les données peuvent être utilisées pour déterminer la fréquentation du service de co-voiturage et le nombre d'utilisateurs dans le département.",,,
s_29,Nombre de véhicules en autopartage public et privé,Nombre de véhicules,,"Nombre de véhicules en autopartage public et privé - utilisation partagée d'une flotte de véhicules par différents usagers, pour une courte durée et par abonnement",,SYDEV,mobilite_et_transport,,,FALSE,FALSE,,,2,"Mesure le nombre de véhicules mis à disposition dans un système d'auto-partage. Pour disposer de cet indicateur pour le département, il est possible de se renseigner auprès des entreprises locales d'auto-partage et de collecter des données sur le nombre de véhicules qu'elles mettent à disposition. Il est également possible d'obtenir des données auprès des autorités locales responsables de la mobilité ou de la planification territoriale.",,,
s_3.a,Nombre de ménages en Précarité énergétique,Nombre de ménages,,Nombre de ménages en Précarité énergétique (OPAH…),,SYDEV,solidarite_lien_social,,,FALSE,FALSE,,,2,"Mesure le nombre et la proportion de ménages qui sont considérés comme étant en situation de précarité énergétique, c'est-à-dire qui ont des difficultés à se chauffer ou à éclairer leur logement et/ou à se déplacer de manière quotidienne.

Pour disposer de cet indicateur pour le département, on pourra s' adresser aux autorités locales responsables de la collecte de ces données, telles que les services de la mairie, le conseil départemental ou la région. Il peut également être possible de trouver ces informations auprès d'organisations non-gouvernementales qui travaillent sur le sujet de la précarité énergétique. Il peut également être possible de trouver ces informations en ligne sur les sites internet des différentes institutions concernées.",,,
s_3.b,Proportion de ménages en Précarité énergétique,Nombre de ménages,,Proportion de ménages en Précarité énergétique (OPAH…),s_3.a,SYDEV,solidarite_lien_social,,,FALSE,FALSE,,,2,,,,
s_30,Nombre de véhicules alternatifs appartenant à la collectivité,Nombre de véhicules,,Nombre de véhicules alternatifs appartenant à la collectivité,,SYDEV,mobilite_et_transport,,,FALSE,FALSE,,,2,"Mesure les efforts des communes pour promouvoir des modes de déplacement plus durables, comme l'utilisation de véhicules alternatifs. ""Nombre de véhicules alternatifs appartenant à la collectivité"" est un indicateur qui mesure le nombre de véhicules utilisés par les communes qui ne sont pas des véhicules à moteur thermique (essence ou diesel), par exemple des véhicules électriques, hybrides ou à gaz. Pour obtenir cet indicateur, on pourra contacter les mairies des communes du département et demander des informations sur leurs véhicules de la flotte de la commune, ou consulter les sites web des communes pour voir s'il y a des informations disponibles sur les véhicules alternatifs utilisés par les communes. Nous pouvons également consulter les organisations locales ou les associations qui s'occupent de la promotion des véhicules alternatifs pour obtenir des informations sur les tendances de l'utilisation des véhicules alternatifs dans la région.",,,
s_31,Nombre d’entreprises engagées pour la mise en place d’un PDIE,Nombre d’entreprises,,Nombre d’entreprises engagées pour la mise en place d’un PDIE,,SYDEV,mobilite_et_transport,,,FALSE,FALSE,,,2,"Concept qui vise à améliorer l'efficacité des ressources en utilisant des stratégies d'optimisation des flux de matières et d'énergie entre les entreprises et les différents acteurs d'un territoire. """"Nombre d’entreprises volontaires pour la mise en place d’un PDIE"""" est un indicateur qui mesure le nombre d'entreprises qui sont volontaires pour mettre en place un plan de développement de l'éco-industrie (PDIE). Un PDIE est un outil qui permet aux entreprises de développer des stratégies pour optimiser leur utilisation des ressources, réduire leurs impacts environnementaux et développer de nouveaux marchés à partir de leurs déchets et résidus.

Pour obtenir cet indicateur, on pourra contacter les organisations locales ou les associations qui s'occupent de la promotion de l'EIT pour obtenir des informations sur les entreprises qui ont mis en place un PDIE dans la région. On pourra également consulter les sites web des organisations et des associations pour voir s'il y a des informations disponibles sur les entreprises qui ont mis en place un PDIE dans le département. Il est également possible de contacter directement les entreprises du département pour savoir si elles ont mis en place un PDIE.",,,
