,nom,siren,nature
0,Haut - Bugey Agglomération,200042935,CA
1,CA du Bassin de Bourg-en-Bresse,200071751,CA
2,CA du Pays de Gex,240100750,CA
3,CC Rives de l'Ain - Pays du Cerdon,200029999,CC
4,CC Bugey Sud,200040350,CC
5,CC Dombes Saône Vallée,200042497,CC
6,CC de la Dombes,200069193,CC
7,CC Val de Saône Centre,200070118,CC
8,CC de la Veyle,200070555,CC
9,CC Bresse et Saône,200071371,CC
10,CC de la Côtière à Montluel,240100610,CC
11,CC de Miribel et du Plateau,240100800,CC
12,CC de la Plaine de l'Ain,240100883,CC
13,CC du Pays Bellegardien (CCPB),240100891,CC
14,SM intercommunal de destruction des ordures ménagères Veyle Saône,250101086,SMF
15,SM de traitement des déchets ménagers et assimilés (ORGANOM),250102365,SMF
16,SM pour le traitement des déchets ménagers et assimilés (SM de Crocu),250102373,SMF
17,SM intercommunal de gestion des déchets du Faucigny Genevois (SIDEFAGE),257401620,SMF
18,CA du Pays de Laon,200043495,CA
19,CA Chauny Tergnier La Fère,200071785,CA
20,CA du Saint-Quentinois,200071892,CA
21,CA de la Région de Château-Thierry,200072031,CA
22,GrandSoissons Agglomération,240200477,CA
23,CC du Val de l'Oise,200040426,CC
24,CC Picardie des Châteaux,200071769,CC
25,CC Thiérache Sambre et Oise,200071983,CC
26,CC Retz en Valois,200071991,CC
27,CC de la Thiérache du Centre,240200444,CC
28,CC du Pays de la Serre,240200469,CC
29,CC du Pays du Vermandois,240200493,CC
30,CC du Val de l'Aisne,240200501,CC
31,CC du Canton d'Oulchy le Château,240200519,CC
32,CC de la Champagne Picarde,240200576,CC
33,CC du Canton de Charly sur Marne,240200584,CC
34,CC du Chemin des Dames,240200592,CC
35,CC des Trois Rivières,240200600,CC
36,CC des Portes de la Thiérache,240200634,CC
37,SI de ramassage et de traitement des ordures ménagères (SIRTOM) de la région de Laon ,250200383,SMF
38,Valor'Aisne (Syndicat départemental de traitement des déchets ménagers de l'Aisne),250208790,SMO
39,PETR du Soissonnais et du Valois,200085694,PETR
40,CA Montluçon Communauté,200071082,CA
41,CA Moulins Communauté,200071140,CA
42,CA Vichy Communauté,200071363,CA
43,CC Saint-Pourçain Sioule Limagne,200071389,CC
44,CC Entr'Allier Besbre et Loire,200071470,CC
45,CC du Bocage Bourbonnais,200071496,CC
46,CC Commentry Montmarault Néris Communauté,200071512,CC
47,CC du Pays de Lapalisse,240300491,CC
48,CC du Pays de Tronçais,240300558,CC
49,CC du Val de Cher,240300566,CC
50,CC du Pays d'Huriel,240300657,CC
51,SI de collecte et de traitement des ordures ménagères (SICTOM) Sud-Allier,250300050,SMF
52,SM de collecte et de traitement des ordures ménagères Nord-Allier (SICTOM Nord Allier),250300217,SMF
53,SI de collecte et de traitement des ordures ménagères (SICTOM) du secteur de Cérilly,250303039,SMF
54,SM intercommunal de collecte et de traitement d'ordures ménagères de la région montluçonnaise,250303294,SMF
55,CA Durance-Lubéron-Verdon Agglomération,200034700,CA
56,CA Provence-Alpes-Agglomération,200067437,CA
57,"CC Alpes-Provence-Verdon ""Sources de lumière""",200068625,CC
58,CC du Sisteronais-Buëch,200068765,CC
59,CC Haute-Provence-Pays de Banon,200071025,CC
60,CC Jabron-Lure-Vançon-Durance,200071033,CC
61,CC Vallée de l'Ubaye - Serre-Ponçon,200072304,CC
62,CC Pays Forcalquier et Montagne de Lure,240400440,CC
63,SM départemental d'élimination et de valorisation des ordures ménagères (SYDEVOM) des Alpes-de-Haute-Provence,250401221,SMO
64,CA Gap-Tallard-Durance,200067825,CA
65,CC Serre-Ponçon Val d'Avance,200067320,CC
66,CC Buëch-Dévoluy,200067445,CC
67,CC du Guillestrois et du Queyras,200067452,CC
68,CC Serre-Ponçon,200067742,CC
69,CC Champsaur-Valgaudemar,200068096,CC
70,CC du Briançonnais,240500439,CC
71,CC du Pays des Ecrins,240500462,CC
72,"Syndicat Mixte de Traitement des Ordures Ménagères du Guillestrois, du Queyras et de l'Argentiérois (SMITOMGA)",250500790,SMF
73,Métropole Nice Côte d'Azur,200030195,METRO
74,CA du Pays de Grasse,200039857,CA
75,CA Cannes Pays de Lérins,200039915,CA
76,CA de la Riviera Française,240600551,CA
77,CA de Sophia Antipolis,240600585,CA
78,CC Alpes d'Azur,200039931,CC
79,CC du Pays des Paillons,240600593,CC
80,SIVOM de Valberg,240600023,SIVOM
81,SM d'élimination des déchets (SMED),200000586,SMO
82,SM pour la valorisation des déchets UNIVALOM,200046076,SMO
83,CA Privas Centre Ardèche,200071413,CA
84,CA Annonay Rhône Agglo,200072015,CA
85,CA Arche Agglo,200073096,CA
86,CC du Pays de Lamastre,200016905,CC
87,CC des Gorges de l'Ardèche,200039808,CC
88,CC Ardèche des Sources et Volcans,200039824,CC
89,CC Pays des Vans en Cévennes,200039832,CC
90,CC Rhône Crussol,200041366,CC
91,CC Val Eyrieux,200041465,CC
92,CC Ardèche Rhône Coiron,200071405,CC
93,CC de la Montagne d'Ardèche,200072007,CC
94,CC du Bassin d'Aubenas,200073245,CC
95,CC du Pays Beaume-Drobie,240700302,CC
96,CC Val de Ligne,240700617,CC
97,CC du Val d'Ay,240700716,CC
98,CC Berg et Coiron,240700815,CC
99,CC du Rhône aux Gorges de l'Ardèche,240700864,CC
100,SI de collecte et de traitement des ordures ménagères du secteur Eyrieux-Doux (SICTOMSED),250700135,SMF
101,SI de collecte et de traitement des ordures ménagères de la Basse-Ardèche (SICTOBA),250700218,SMF
102,Syndicat pour la destruction des ordures ménagères du secteur d'Aubenas (SIDOMSA),250701851,SMF
103,Ardenne Métropole,200041630,CA
104,CC Ardennes Thiérache,200041622,CC
105,CC du Pays Réthelois,200043156,CC
106,CC Vallées et Plateau d'Ardenne,200067759,CC
107,"CC Ardenne, Rives de Meuse",240800821,CC
108,CC des Portes du Luxembourg,240800847,CC
109,CC des Crêtes Préardennaises,240800862,CC
110,CC de l'Argonne Ardennaise,240800920,CC
111,"SM du SCOT ""Nord Ardennes""",200088730,SMF
112,SICOMAR de l'arrondissement de Réthel,250800646,SMF
113,SM de traitement des déchets Ardennais (VALODEA),250800489,SMO
114,CA Pays Foix-Varilhes,200067791,CA
115,CC du Pays de Mirepoix,200044469,CC
116,CC Arize Lèze,200066223,CC
117,CC des Portes d'Ariège Pyrénées,200066231,CC
118,CC de la Haute Ariège,200066363,CC
119,CC Couserans-Pyrénées,200067940,CC
120,CC du Pays de Tarascon,240900431,CC
121,CC du Pays d'Olmes,240900464,CC
122,"SM d'étude, de collecte et de traitement des déchets ménagers et assimilés du Plantaurel (SMECTOM du Plantaurel)",240900399,SMF
123,CA Troyes Champagne Métropole,200069250,CA
124,CC des Portes de Romilly sur Seine,200000545,CC
125,CC du Nogentais,200006716,CC
126,CC des Lacs de Champagne,200040137,CC
127,CC de Vendeuvre-Soulaines,200066892,CC
128,CC du Barséquanais en Champagne,200069003,CC
129,CC Seine et Aube,200070126,CC
130,CC du Chaourçois et du Val d'Armance,200071041,CC
131,"CC d'Arcis, Mailly, Ramerupt",200071777,CC
132,"CC Forêts, Lacs, Terres en Champagne",241000223,CC
133,CC de la Région de Bar sur Aube,241000405,CC
134,CC du Pays d'Othe,241000447,CC
135,CC de l'Orvin et de l'Ardusson,241000488,CC
136,SM d'élimination des déchets ménagers du territoire d'Orient,251002515,SMF
137,Syndicat départemental d'élimination des déchets de l'Aube (SDEDA),251002531,SMO
138,CA Carcassonne Agglo,200035715,CA
139,CA Le Grand Narbonne,241100593,CA
140,CC Piège Lauragais Malepère,200035707,CC
141,CC Castelnaudary Lauragais Audois,200035855,CC
142,"CC Région Lézignanaise, Corbières et Minervois",200035863,CC
143,CC de la Montagne Noire,200042463,CC
144,CC Pyrénées audoises,200043776,CC
145,CC du Limouxin,200071926,CC
146,COVALDEM 11 ,200036101,SMF
147,SMICTOM de l'Ouest Audois,251100236,SMF
148,CA Rodez Agglomération,241200187,CA
149,CC Decazeville Communauté,200067064,CC
150,"CC Saint Affricain, Roquefort, Sept Vallons",200067155,CC
151,"CC Monts, Rance et Rougier",200067163,CC
152,"CC Aubrac, Carladez et Viadène",200067171,CC
153,CC Comtal Lot et Truyère,200067478,CC
154,CC des Causses à l'Aubrac,200068484,CC
155,Pays Ségali Communauté,200068831,CC
156,Ouest Aveyron Communauté,200069383,CC
157,CC du Réquistanais,241200542,CC
158,CC de Millau Grands Causses,241200567,CC
159,CC du Pays Rignacois,241200625,CC
160,CC Conques-Marcillac,241200641,CC
161,CC du Pays de Salars,241200658,CC
162,CC du Plateau de Montbazens,241200674,CC
163,CC de Lévézou Pareloup,241200765,CC
164,CC Aveyron Bas Ségala Viaur,241200807,CC
165,CC Larzac et Vallées,241200906,CC
166,CC de la Muse et des Raspes du Tarn,241200914,CC
167,SMICTOM Nord Aveyron,251200978,SMF
168,SM départemental pour le traitement et la valorisation des déchets ménagers et assimilés (SYDOM Aveyron),251201588,SMO
169,Métropole d'Aix-Marseille-Provence,200054807,METRO
170,CA Terre de Provence,200035087,CA
171,CA d'Arles-Crau-Camargue-Montagnette,241300417,CA
172,CC  Vallée des Baux-Alpilles (CC VBA),241300375,CC
173,CU Caen la Mer,200065597,CU
174,CA Lisieux Normandie,200069532,CA
175,CC Normandie-Cabourg-Pays d'Auge,200065563,CC
176,CC Val ès Dunes,200065589,CC
177,CC Cingal-Suisse Normande,200066710,CC
178,CC Vallées de l'Orne et de l'Odon,200066728,CC
179,CC Isigny-Omaha Intercom,200066801,CC
180,CC du Pays de Honfleur-Beuzeville,200066827,CC
181,CC Intercom de la Vire au Noireau,200068799,CC
182,CC Seulles Terre et Mer,200069516,CC
183,CC Pré-Bocage Intercom,200069524,CC
184,CC Coeur Côte Fleurie,241400415,CC
185,CC du Pays de Falaise,241400514,CC
186,CC de Bayeux Intercom,241400555,CC
187,CC Coeur de Nacre,241400860,CC
188,CC Terre d'Auge,241400878,CC
189,SM intercommunal des surplus ménagers du Bessin (COLLECTEA),251402723,SMF
190,SM SICTOM de la Bruyère,251402756,SMF
191,SM traitement valorisation des déchets ménagers région Ouest Calvados (SEROC),251405031,SMF
192,CA du Bassin d'Aurillac,241500230,CA
193,CC Hautes Terres,200066637,CC
194,CC de Saint-Flour,200066660,CC
195,CC de la Châtaigneraie Cantalienne,200066678,CC
196,CC du Pays Gentiane,241500255,CC
197,CC du Pays de Mauriac,241500271,CC
198,CC Sumène - Artense,241501055,CC
199,CC Cère et Goul en Carladès,241501089,CC
200,CC du Pays de Salers,241501139,CC
201,"SM du SCOT du bassin d'Aurillac, du Carladès et de la Châtaigneraie",200038149,SMF
202,"SM d'élimination des ordures ménagères de la région de Mauriac, Pléaux, Salers, Saint-Cernin (SIETOM de Drugeac)",251500963,SMF
203,SM de la station du Lioran,251500948,SMO
204,SM du lac de Garabit-Grandval,251502944,SMO
205,CA du Grand Cognac,200070514,CA
206,CA du Grand Angoulême,200071827,CA
207,CC des 4B Sud Charente,200029734,CC
208,CC Val de Charente,200043016,CC
209,CC La Rochefoucauld - Porte du Périgord,200068914,CC
210,CC Lavalette Tude Dronne,200070282,CC
211,CC Coeur de Charente,200072023,CC
212,CC de Charente Limousine,200072049,CC
213,CC du Rouillacais,241600303,CC
214,Syndicat de valorisation des déchets ménagers de la Charente (CALITOM),251602660,SMF
215,CA de Saintes,200036473,CA
216,CA Rochefort Océan,200041762,CA
217,CA de La Rochelle,241700434,CA
218,CA Royan Atlantique,241700640,CA
219,CC Aunis Atlantique,200041499,CC
220,CC de la Haute Saintonge,200041523,CC
221,CC Aunis Sud,200041614,CC
222,Vals de Saintonge Communauté,200041689,CC
223,CC de l'Ile de Ré,241700459,CC
224,CC Coeur de Saintonge,241700517,CC
225,CC de l'Ile d'Oléron,241700624,CC
226,CC de Gémozac et de la Saintonge Viticole,241700632,CC
227,CC du Bassin de Marennes,241700699,CC
228,SM CYCLAD,251701900,SMF
229,Syndicat intercommunautaire du littoral,251710687,SMF
230,CA Bourges Plus,241800507,CA
231,CC Sauldre et Sologne,200000933,CC
232,CC Pays de Nérondes,200007177,CC
233,CC Portes du Berry entre Loire et Val d'Aubois,200011781,CC
234,CC Arnon Boischaut Cher,200027076,CC
235,CC Berry-Loire-Vauvise,200032514,CC
236,CC Coeur de France,200036135,CC
237,CC Berry Grand Sud,200049484,CC
238,CC Terres du Haut Berry,200066330,CC
239,CC Pays Fort Sancerrois Val de Loire,200069227,CC
240,CC Coeur de Berry,200070571,CC
241,CC Vierzon-Sologne-Berry,200090561,CC
242,CC la Septaine,241800374,CC
243,CC le Dunois,241800424,CC
244,CC les Trois Provinces,241800432,CC
245,CC Fercher Pays Florentais,241800457,CC
246,"SM de collecte et de traitement des résidus ménagers des régions de Léré, Sancerre et Vailly-sur-Sauldre",200033140,SMF
247,SMIRTOM du Saint Amandois,251801817,SMF
248,SICTREM de Baugy,251887873,SMF
249,CA du Bassin de Brive,200043172,CA
250,CA Tulle Agglo,241927201,CA
251,CC du Pays de Lubersac-Pompadour,200066603,CC
252,CC Vézère-Monédières-Millesources,200066645,CC
253,CC Haute-Corrèze Communauté,200066744,CC
254,CC Xaintrie Val'Dordogne,200066751,CC
255,CC Midi Corrézien,200066769,CC
256,CC de Ventadour - Egletons - Monédières,241900133,CC
257,CC du Pays d'Uzerche,241927243,CC
258,SIVU d'Ambrugeat-Davignac,251907101,SIVU
259,SM pour le ramassage et le traitement des ordures ménagères de la région de Brive,251903100,SMF
260,SM départemental pour le transport et le traitement des ordures ménagères (SYTTOM 19),200044980,SMO
261,Dijon Métropole,242100410,METRO
262,"CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay",200006682,CA
263,CC de la Plaine Dijonnaise,200000925,CC
264,CC Ouche et Montagne,200039055,CC
265,"CC Forêts, Seine et Suzon",200039063,CC
266,CC Norge et Tille,200069540,CC
267,CC de Gevrey-Chambertin et de Nuits-Saint-Georges,200070894,CC
268,CC Auxonne Pontailler Val de Saône,200070902,CC
269,CC Tille et Venelle,200070910,CC
270,CC des Terres d'Auxois,200071017,CC
271,CC du Pays Arnay Liernais,200071173,CC
272,CC de Pouilly en Auxois/Bligny sur Ouche,200071207,CC
273,CC Mirebellois et Fontenois,200072825,CC
274,CC des Vallées de la Tille et de l'Ignon,242100154,CC
275,CC du Pays Châtillonnais,242101434,CC
276,CC de Saulieu,242101442,CC
277,CC du Pays d'Alésia et de la Seine,242101459,CC
278,CC du Montbardois,242101491,CC
279,CC Rives de Saône,242101509,CC
280,SIVOM de Aignay-le-Duc,242100014,SIVOM
281,SIVOM de Baigneux-les-Juifs,242100055,SIVOM
282,SIVOM de Montigny-sur-Aube,242100212,SIVOM
283,SM des ordures ménagères,252108667,SMF
284,SM de Haute Côte-d'Or pour le traitement des déchets ménagers et assimilés,252108972,SMF
285,SM de collecte et de traitement des déchets ménagers et assimilés de la Plaine Dijonnaise,252109434,SMF
286,CA Lannion-Trégor Communauté,200065928,CA
287,CA Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,200067981,CA
288,CA Dinan Agglomération,200068989,CA
289,CA Lamballe Terre et Mer,200069391,CA
290,CA Saint-Brieuc Armor Agglomération,200069409,CA
291,CC Loudéac Communauté - Bretagne Centre,200067460,CC
292,CC Leff Armor Communauté,200069086,CC
293,CC du Kreiz-Breizh (CCKB),242200715,CC
294,SM Kerval Centre Armor,200043677,SMF
295,SMICTOM du Ménez Bré,252202106,SMF
296,SMITRED Ouest-Armor,252203161,SMF
297,SM des déchets des Pays de la Rance et de la Baie,252203195,SMF
298,CA du Grand Guéret,200034825,CA
299,CC Portes de la Creuse en Marche,200041556,CC
300,CC Creuse Grand Sud,200044014,CC
301,CC Creuse Sud Ouest,200067189,CC
302,Creuse Confluence,200067544,CC
303,CC Marche et Combraille en Aquitaine,200067593,CC
304,CC du Pays Sostranien,242300135,CC
305,CC de Bénévent Grand Bourg,242320000,CC
306,CC du Pays Dunois,242320109,CC
307,SIVOM Auzances Bellegarde,242301307,SMF
308,SMICTOM de la région de Chénérailles,252306147,SMF
309,EVOLIS 23,252326079,SMF
310,SIVOM de la Courtine,252326103,SMF
311,CA Le Grand Périgueux,200040392,CA
312,CA Bergeracoise,200070647,CA
313,CC Sarlat-Périgord Noir,200027217,CC
314,CC de Montaigne Montravel et Gurson,200034197,CC
315,CC des Bastides Dordogne-Périgord,200034833,CC
316,CC Isle Vern Salembre en Périgord,200040095,CC
317,CC Isle Double Landais,200040384,CC
318,CC du Périgord Ribéracois,200040400,CC
319,CC du Pays de Fénelon,200040830,CC
320,CC de Portes Sud Périgord,200040889,CC
321,CC Vallée de la Dordogne et Forêt Bessède,200041051,CC
322,CC du Terrassonnais en Périgord Noir Thenon Hautefort,200041150,CC
323,CC de la Vallée de l'Homme,200041168,CC
324,CC de Domme- Villefranche du Périgord,200041440,CC
325,CC Dronne et Belle,200041572,CC
326,CC Isle et Crempse en Périgord,200069094,CC
327,CC du Périgord Nontronnais,200071819,CC
328,CC Périgord-Limousin,242400752,CC
329,CC du Pays de Saint Aulaye,242400935,CC
330,CC Isle-Loue-Auvézère en Périgord,242401024,CC
331,SMICTOM du Périgord Noir,252402284,SMF
332,SMCTOM de Nontron,252402466,SMF
333,SMCTOM secteur de Thiviers,252402474,SMF
334,SM départemental pour la gestion et le traitement des déchets ménagers et assimilés,252405329,SMF
335,CU Grand Besançon Métropole,242500361,CU
336,CA Pays de Montbéliard Agglomération,200065647,CA
337,CC du Pays de Maîche,200023075,CC
338,CC Loue-Lison,200068070,CC
339,CC des Deux Vallées Vertes,200068294,CC
340,CC des Lacs et Montagnes du Haut-Doubs,200069565,CC
341,CC de Montbenoit,242500320,CC
342,CC du Grand Pontarlier,242500338,CC
343,CC du Val de Morteau,242504116,CC
344,CC des Portes du Haut-Doubs,242504181,CC
345,CC du Plateau de Russey,242504355,CC
346,CC du Pays de Sancey-Belleherbe,242504371,CC
347,CC du Doubs Baumois,242504447,CC
348,CC Altitude 800,242504488,CC
349,CC du Plateau de Frasne et du Val de Drugeon (CFD),242504496,CC
350,SI des Combes Derniers,242500312,SIVOM
351,SM du Pays du Haut-Doubs,200061836,SMF
352,SM pour la prévention et la valorisation des déchets du Haut-Doubs,252500533,SMF
353,SM de collecte des ordures ménagères du Haut-Doubs,252507124,SMF
354,SYBERT,252508247,SMF
355,CA Montélimar Agglomération,200040459,CA
356,CA Valence Romans Agglo,200068781,CA
357,CC Porte de Dromardèche,200040491,CC
358,CC du Crestois et de Pays de Saillans Coeur de Drôme,200040509,CC
359,CC Drôme Sud Provence,200042901,CC
360,CC du Royans-Vercors,200067767,CC
361,CC des Baronnies en Drôme Provençale,200068229,CC
362,CC du Val de Drôme en Biovallée,242600252,CC
363,CC Dieulefit-Bourdeaux,242600492,CC
364,CC du Diois,242600534,CC
365,SI rhôdanien collecte et traitement ordures ménagères (SIRCTOM),252600903,SMF
366,Syndicat traitement déchets ménagers (SYTRAD),252601828,SMF
367,Syndicat des Portes de Provence (SYPP),252602552,SMF
368,CA Evreux Portes de Normandie,200071454,CA
369,CA Seine Normandie Agglomération,200072312,CA
370,CA Seine-Eure,200089456,CA
371,CC de Pont-Audemer / Val de Risle,200065787,CC
372,CC Lieuvin Pays d'Auge,200066017,CC
373,CC Roumois Seine,200066405,CC
374,CC Intercom Bernay Terres de Normandie,200066413,CC
375,CC Interco Normandie Sud Eure,200066462,CC
376,CC Lyons Andelle,200070142,CC
377,CC du Vexin Normand,200071843,CC
378,CC du Pays de Conches,242700276,CC
379,CC du Pays du Neubourg,242700607,CC
380,Syndicat de gestion des ordures ménagères de l'Est et du Nord de l'Eure (SYGOM),252701990,SMF
381,SM pour l'étude et le traitement des ordures ménagères de l'Eure (SETOM de l'Eure),252703111,SMF
382,Syndicat de destruction des ordures ménagères de l'Ouest de l'Eure (SDOMODE),252703863,SMF
383,CA Chartres Métropole,200033181,CA
384,CA Agglo du Pays de Dreux,200040277,CA
385,CC du Perche,200006971,CC
386,CC entre Beauce et Perche,200058360,CC
387,CC des Forêts du Perche,200069912,CC
388,CC des Portes Euréliennes d'Ile de France,200069953,CC
389,CC du Grand Châteaudun,200069961,CC
390,CC Coeur de Beauce,200070159,CC
391,CC Terres de Perche,200070167,CC
392,CC du Bonnevalais,242852465,CC
393,SICTOM de la région d'Auneau,252800065,SMF
394,"SM intercommunal pour le ramassage et le traitement des ordures ménagères de Courville-sur-Eure, La Loupe et Senonches",252801196,SMF
395,SICTOM de la région de Nogent-le-Rotrou,252801329,SMF
396,SICTOM de la région de Châteaudun,252802129,SMF
397,"SICTOM de la région de Bonneval, Brou, Illiers-Combray (SICTOM BBI)",252802152,SMF
398,SI pour le traitement et la valorisation des déchets (SITREVA),252803341,SMF
399,Brest Métropole,242900314,METRO
400,CA Quimper Bretagne Occidentale,200068120,CA
401,CA Quimperlé Communauté,242900694,CA
402,CA Concarneau Cornouaille Agglomération,242900769,CA
403,CA Morlaix Communauté,242900835,CA
404,CC Presqu'île de Crozon-Aulne maritime,200066868,CC
405,CC Haut-Léon Communauté,200067072,CC
406,CC Monts d'Arrée Communauté,200067197,CC
407,CC Pleyben-Châteaulin-Porzay,200067247,CC
408,CC du Pays d'Iroise,242900074,CC
409,CC du Pays des Abers,242900553,CC
410,CC de Haute Cornouaille,242900561,CC
411,CC Cap Sizun - Pointe du Raz,242900629,CC
412,CC Douarnenez Communauté,242900645,CC
413,CC du Pays Fouesnantais,242900660,CC
414,CC du Pays Bigouden Sud,242900702,CC
415,CC du Haut Pays Bigouden,242900710,CC
416,CC Poher Communauté,242900744,CC
417,CC du Pays de Landivisiau,242900751,CC
418,CC Communauté Lesneven Côte des Légendes,242900793,CC
419,CC du Pays de Landerneau-Daoulas,242900801,CC
420,VALCOR,252901871,SMF
421,SI incinération des déchets du Pays de Quimper (SIDEPAQ),252901996,SMF
422,CA du Pays Ajaccien,242010056,CA
423,CC de la Pieve de l'Ornano et du Taravo,200038958,CC
424,CC du Sud Corse,200040764,CC
425,CC Spelunca-Liamone,200067049,CC
426,CC de l'Alta Rocca,242000495,CC
427,CC Celavu-Prunelli,242000503,CC
428,CC du Sartenais Valinco Taravo,242010130,CC
429,SIVOM du Haut Taravo,242000156,SIVOM
430,SIVOM de la vallée de la Cinarca et du Liamone,242000172,SIVOM
431,SIVOM pour l'équipement et la gestion du hameau de Bavella,242010031,SIVOM
432,CA de Bastia,242000354,CA
433,CC de l'Oriente,200015162,CC
434,CC de Fium'Orbu Castellu,200033827,CC
435,CC de la Costa Verde,200034205,CC
436,CC de Marana-Golo,200036499,CC
437,CC du Cap Corse,200042943,CC
438,CC de l'Ile-Rousse - Balagne,200073104,CC
439,CC Nebbiu - Conca d'Oro,200073120,CC
440,CC Pasquale Paoli,200073138,CC
441,CC de la Castagniccia-Casinca,200073252,CC
442,CC du Centre Corse,242020071,CC
443,CC de Calvi Balagne,242020105,CC
444,SIVOM de la vallée d'Orezza,242000271,SIVOM
445,SIVOM de Rogna,242000438,SMF
446,CA du Gard Rhodanien,200034692,CA
447,CA Alès Agglomération,200066918,CA
448,CA de Nîmes Métropole,243000643,CA
449,CC Pays d'Uzès,200034379,CC
450,CC du Piémont Cévenol,200034411,CC
451,CC Causses Aigoual Cévennes,200034601,CC
452,CC de Cèze Cévennes,200035129,CC
453,CC du Pays Viganais,243000270,CC
454,CC du Pays de Sommières,243000296,CC
455,"CC Rhony, Vistre, Vidourle",243000569,CC
456,CC Beaucaire Terre d'Argence,243000585,CC
457,CC de Petite Camargue,243000593,CC
458,CC Terre de Camargue,243000650,CC
459,CC du Pont du Gard,243000684,CC
460,SMICTOM de la région d'Uzès,253001135,SMF
461,SMICTOM Rhône Garrigues,253001325,SMF
462,SM de traitement des ordures ménagères et assimilés Aigoual Cévennes Vidourle (SYMTOMA),253002869,SMF
463,SM Sud Rhône Environnement,253002919,SMF
464,SITOM de la région Sud Gard,253002950,SMF
465,SMIRITOM de la Zone Nord du Plan départemental des déchets,253003115,SMF
466,Toulouse Métropole,243100518,METRO
467,CA Le Muretain Agglo,200068641,CA
468,CA du Sicoval,243100633,CA
469,CC du Frontonnais,200034957,CC
470,CC du Volvestre,200066819,CC
471,CC du Bassin Auterivain Haut-Garonnais,200068807,CC
472,CC Coeur de Garonne,200068815,CC
473,CC des Terres du Lauragais,200071298,CC
474,CC des Hauts-Tolosans,200071314,CC
475,CC Pyrénées Haut Garonnaises,200072635,CC
476,CC Coeur et Coteaux du Comminges,200072643,CC
477,CC Cagire Garonne Salat,200073146,CC
478,CC Lauragais Revel Sorezois,243100567,CC
479,CC des Coteaux du Girou,243100732,CC
480,CC Val'Aïgo,243100773,CC
481,CC de la Save au Touch,243100781,CC
482,CC des Coteaux Bellevue,243100815,CC
483,SIVOM du Haut Comminges,243100328,SMF
484,SIVOM des cantons de Saint-Gaudens - Montréjeau - Aspet - Magnoac,243100344,SMF
485,SIPOM,253100572,SMF
486,Syndicat de syndicats de traitement des ordures ménagères des Pyrénées (SYSTOM des Pyrénées),253102172,SMF
487,"SM DECOSET (déchetteries, collecte sélective, traitement)",253102636,SMF
488,PETR du Pays Lauragais,200050938,PETR
489,CA Grand Auch Coeur de Gascogne,200066926,CA
490,CC de la Gascogne Toulousaine,200023620,CC
491,CC Bastides de Lomagne,200034726,CC
492,CC Armagnac Adour,200035632,CC
493,CC Astarac Arros en Gascogne,200035756,CC
494,CC des Coteaux Arrats Gimone,200042372,CC
495,CC Val de Gers,200072320,CC
496,CC de la Lomagne Gersoise,243200391,CC
497,CC du Bas Armagnac,243200409,CC
498,CC de la Tenarèze,243200417,CC
499,CC Coeur d'Astarac en Gascogne,243200425,CC
500,CC du Grand Armagnac,243200458,CC
501,CC Bastides et Vallons du Gers,243200508,CC
502,CC du Saves,243200599,CC
503,CC Artagnan de Fezensac,243200607,CC
504,SICTOM du secteur Centre,200043180,SMF
505,SI de la Lomagne,243200318,SMF
506,SICTOM du secteur de Condom,253200174,SMF
507,SM de collecte des déchets du secteur Sud,253200984,SMF
508,SICTOM du secteur Ouest,253200992,SMF
509,SICTOM du secteur Sud-Est,253201024,SMF
510,SICTOM du secteur Est,253201065,SMF
511,SM de production d'eau potable et de traitement des déchets du Gers (TRIGONE),253201842,SMO
512,Bordeaux Métropole,243300316,METRO
513,CA du Libournais,200070092,CA
514,CA Bassin d'Arcachon Sud (COBAS),243300563,CA
515,CA du Bassin d'Arcachon Nord,243301504,CA
516,CC de Blaye,200023794,CC
517,CC du Grand Saint Emilionnais,200035533,CC
518,CC du Sud Gironde,200043974,CC
519,CC du Bazadais,200043982,CC
520,CC du Réolais en Sud Gironde,200044394,CC
521,CC Convergence Garonne,200069581,CC
522,CC rurales de l'Entre-Deux-Mers,200069599,CC
523,CC Médoc Coeur de Presqu'île,200069995,CC
524,CC Médoc Atlantique,200070720,CC
525,CC de l'Estuaire,243300811,CC
526,CC Jalle-Eau-Bourde,243301165,CC
527,CC Latitude Nord Gironde,243301181,CC
528,CC du Créonnais,243301215,CC
529,CC du Grand Cubzaguais,243301223,CC
530,CC du Secteur de Saint-Loubès,243301249,CC
531,CC de Montesquieu,243301264,CC
532,CC les Coteaux Bordelais,243301355,CC
533,CC du Pays Foyen,243301371,CC
534,CC Médullienne,243301389,CC
535,CC du Fronsadais,243301397,CC
536,CC du Val de l'Eyre,243301405,CC
537,CC des Portes de l'Entre-Deux-Mers,243301439,CC
538,CC Médoc Estuaire,243301447,CC
539,CC Castillon/Pujols,243301454,CC
540,SM pour la révision et le suivi du SCOT du bassin d'Arcachon - Val de l'Eyre (SYBARVAL),200001634,SMF
541,SM du Sud Gironde,200078335,SMF
542,SI de l'Entre-deux-Mers Ouest pour la collecte et le traitement des ordures ménagères (SEMOCTOM),253300545,SMF
543,SM pour la collecte et le traitement des ordures ménagères (SICTOM) du Sud Gironde,253300578,SMF
